,ID,Address,Post Date,Quarter,Year,District,Price (billion VND),Area (m2),Property Type,Direction,Floors,Bathrooms,Entrance (m2),Bedrooms,Living Rooms,Law Document,Latitude,Longitude
22966,28471,"Giap Bat, Hoang Mai, Ha Noi",2019-05-18,2,2019,hoang mai,11.0,65.0,nha pho du an,,,,,,,Not provided,,
22967,28472,"27 Đai Co Viet, Cau Den, Hai Ba Trung, Ha Noi",2019-05-18,2,2019,hai ba trung,19.6,92.0,nha pho du an,Khong xac đinh,8.0,5.0,6.0,5.0,1.0,Yes,,
22968,28473,"Quang Trung, Đong Đa, Ha Noi",2019-05-18,2,2019,đong đa,2.85,37.0,nha pho du an,,,,,,,Not provided,,
22969,28474,"Vinh Hung, Hoang Mai, Ha Noi",2019-05-18,2,2019,hoang mai,6.9,80.0,nha pho du an,,,,,,,Not provided,,
22970,28475,"Nguyen Thai Hoc, Đien Bien, Ba Đinh, Ha Noi",2019-05-18,2,2019,ba đinh,31.0,61.0,nha pho du an,,8.0,,25.0,7.0,1.0,Yes,,
22971,28476,"Đuong Cau Giay, Dich Vong Hau, Cau Giay, Ha Noi",2019-05-19,2,2019,cau giay,3.5,32.0,nha pho du an,Tay,,,,,,Yes,,
22972,28477,"Mo Lao, Ha Đong, Ha Noi",2019-05-19,2,2019,ha đong,7.5,50.0,nha pho du an,,5.0,,12.5,,,Yes,,
22973,28478,"Truong Đinh, Hai Ba Trung, Ha Noi",2019-05-19,2,2019,hai ba trung,2.4,28.0,nha pho du an,,,,,,,Not provided,,
22974,28479,"Lac Long Quan, Buoi, Tay Ho, Ha Noi",2019-05-19,2,2019,tay ho,4.9,75.0,nha pho du an,,4.0,4.0,3.0,4.0,1.0,Yes,,
22975,28480,"Lang, Nga Tu So, Đong Đa, Ha Noi",2019-05-19,2,2019,đong đa,2.9,32.0,nha pho du an,,,,,,,Not provided,,
22976,28481,"U4, Le Van Luong keo dai, Yen Nghia, Ha Đong, Ha Noi",2019-05-19,2,2019,ha đong,4.0,100.0,nha pho du an,Đong Bac,5.0,1.0,12.5,1.0,1.0,Yes,,
22977,28482,"Lang, Nga Tu So, Đong Đa, Ha Noi",2019-05-19,2,2019,đong đa,4.1,43.0,nha pho du an,,5.0,,,4.0,,Yes,,
22978,28483,"Kim Giang, Thanh Xuan, Ha Noi",2019-05-19,2,2019,thanh xuan,0.28,55.0,nha pho du an,,,,,,,Not provided,,
22979,28484,"Minh Khai, Hai Ba Trung, Ha Noi",2019-05-19,2,2019,hai ba trung,19.8,85.0,nha pho du an,,,,,,,Yes,,
22980,28487,"Yet Kieu, Ha Đong, Ha Noi",2019-05-19,2,2019,ha đong,3.5,42.0,nha pho du an,,4.0,3.0,8.0,3.0,,Yes,,
22981,28490,"Cu Loc, Nhan Chinh, Thanh Xuan, Ha Noi",2019-05-20,2,2019,thanh xuan,3.35,26.0,nha pho du an,,,,,,,Yes,,
22982,28491,"Phung, Đan Phuong, Ha Noi",2019-05-20,2,2019,đan phuong,3.6,200.0,nha pho du an,,,,,,,Not provided,,
22983,28494,"Nga Tu So, Đong Đa, Ha Noi",2019-05-20,2,2019,đong đa,4.4,30.0,nha pho du an,,,,,,,Not provided,,
22984,28495,"Cong Vi, Ba Đinh, Ha Noi",2019-05-20,2,2019,ba đinh,4.5,42.0,nha pho du an,Đong,4.0,4.0,3.0,3.0,1.0,Yes,,
22985,28496,"Trung Hoa, Cau Giay, Ha Noi",2019-05-20,2,2019,cau giay,57.5,180.0,nha pho du an,,,,,,,Not provided,,
22986,28497,"Ngo Tat To, Van Mieu, Đong Đa, Ha Noi",2019-05-20,2,2019,đong đa,3.2,40.0,nha pho du an,,,,,,,Yes,,
22987,28498,"Trung Hoa, Cau Giay, Ha Noi",2019-05-20,2,2019,cau giay,14.5,80.0,nha pho du an,,,,,,,Not provided,,
22988,28499,"Nguyen Trai, Thanh Xuan Trung, Thanh Xuan, Ha Noi",2019-05-20,2,2019,thanh xuan,3.4,24.0,nha pho du an,,,,,,,Yes,,
22989,28501,"Thuy Khue, Tay Ho, Ha Noi",2019-05-20,2,2019,tay ho,15.7,87.0,nha pho du an,,,,,,,Not provided,,
22990,28503,"Hoang Van Thai, Khuong Mai, Thanh Xuan, Ha Noi",2019-05-20,2,2019,thanh xuan,17.8,10.0,nha pho du an,,7.0,6.0,12.5,10.0,,Yes,,
22991,28504,"Tran Hung Đao, Hoan Kiem, Ha Noi",2019-05-20,2,2019,hoan kiem,9.6,40.0,nha pho du an,Tay Nam,3.0,2.0,,3.0,1.0,Yes,,
22992,28505,"Minh Khai, Minh Khai, Hai Ba Trung, Ha Noi",2019-05-20,2,2019,hai ba trung,19.5,85.0,nha pho du an,,,,,,,Not provided,,
22993,28506,"Vuong Thua Vu, Khuong Trung, Thanh Xuan, Ha Noi",2019-05-20,2,2019,thanh xuan,16.9,69.0,nha pho du an,,3.0,,12.5,3.0,,Yes,,
22994,28508,"Lang Ha, Lang Ha, Đong Đa, Ha Noi",2019-05-20,2,2019,đong đa,4.9,50.0,nha pho du an,,3.0,3.0,,3.0,1.0,Yes,,
22995,28509,"Le Đai Hanh, Hai Ba Trung, Ha Noi",2019-05-20,2,2019,hai ba trung,2.4,62.0,nha pho du an,Đong Nam,8.0,2.0,,2.0,,Not provided,,
22996,28511,"Van Cao, Lieu Giai, Ba Đinh, Ha Noi",2019-05-20,2,2019,ba đinh,18.0,120.0,nha pho du an,,,,,,,Not provided,,
22997,28512,"Nguyen Van Cu, Gia Thuy, Long Bien, Ha Noi",2019-05-20,2,2019,long bien,4.5,95.0,nha pho du an,Tay Bac,3.0,2.0,,5.0,1.0,Yes,,
22998,28513,"Truong Chinh, Khuong Thuong, Đong Đa, Ha Noi",2019-05-21,2,2019,đong đa,3.8,46.0,nha pho du an,,5.0,,3.0,5.0,,Yes,,
22999,28514,"Minh Khai, Hai Ba Trung, Ha Noi",2019-05-21,2,2019,hai ba trung,19.5,80.0,nha pho du an,,,,,,,Not provided,,
23000,28515,"Nghia Tan, Cau Giay, Ha Noi",2019-05-21,2,2019,cau giay,42.0,110.0,nha pho du an,,,,,,,Not provided,,
23001,28516,"Phuong Mai, Đong Đa, Ha Noi",2019-05-21,2,2019,đong đa,2.15,25.0,nha pho du an,,,,,,,Not provided,,
23002,28518,"Pho Hue, Chuong Duong, Hoan Kiem, Ha Noi",2019-05-21,2,2019,hoan kiem,40.0,98.0,nha pho du an,Khong xac đinh,5.0,3.0,4.0,3.0,1.0,Yes,,
23003,28519,"Hang Ma, Hoan Kiem, Ha Noi",2019-05-21,2,2019,hoan kiem,70.0,100.0,nha pho du an,Bac,6.0,,,,,Yes,,
23004,28520,"Dich Vong Hau, Cau Giay, Ha Noi",2019-05-21,2,2019,cau giay,55.0,100.0,nha pho du an,Đong Bac,9.0,,,,,Yes,,
23005,28521,"Đai Mo, Bac Tu Liem, Ha Noi",2019-05-21,2,2019,,2.3,33.0,nha pho du an,,,,,,,Yes,,
23006,28522,"nha mat Ho Rua, Thanh Xuan, Hoang Q.Viet KD, Đong Thap, Đan Phuong, Ha Noi",2019-05-21,2,2019,thanh xuan,7.9,48.0,nha pho du an,Đong,1.0,1.0,2.0,1.0,1.0,Yes,,
23007,28523,"Thinh Quang, Thinh Quang, Đong Đa, Ha Noi",2019-05-21,2,2019,đong đa,6.4,50.0,nha pho du an,Khong xac đinh,6.0,,5.0,,,Yes,,
23008,28524,"Quoc Lo 32, Tram Troi, Hoai Đuc, Ha Noi",2019-05-21,2,2019,hoai đuc,3.35,72.0,nha pho du an,Tay Nam,3.0,,8.0,,,Yes,,
23009,28526,"Truong Đinh, Tan Mai, Hoang Mai, Ha Noi",2019-05-21,2,2019,hoang mai,9.9,66.0,nha pho du an,Tay,3.0,3.0,10.0,3.0,1.0,Yes,,
23010,28528,"Cu Loc, Thanh Xuan Trung, Thanh Xuan, Ha Noi",2019-05-21,2,2019,thanh xuan,3.42,23.0,nha pho du an,,,,,,,Yes,,
23011,28529,"Van Quan, Ha Đong, Ha Noi",2019-05-21,2,2019,ha đong,17.0,75.0,nha pho du an,Đong Nam,9.0,10.0,17.5,14.0,2.0,Yes,,
23012,28530,"Đuong Đinh Cong -Le Trong Tan, Đinh Cong, Hoang Mai, Ha Noi",2019-05-21,2,2019,hoang mai,3.5,65.0,nha pho du an,,4.0,,4.0,4.0,,Yes,,
23013,28531,"Pho Tran Binh, Mai Dich, Cau Giay, Ha Noi",2019-05-21,2,2019,cau giay,0.22,88.0,nha pho du an,,,,,,,Not provided,,
23014,28532,"Nhat Tan, Tay Ho, Ha Noi",2019-05-21,2,2019,tay ho,0.3,80.0,nha pho du an,,,,,,,Not provided,,
23015,28534,"Khuong Thuong, Đong Đa, Ha Noi",2019-05-21,2,2019,đong đa,4.45,30.0,nha pho du an,,,,,,,Not provided,,
23016,28535,"Tuong Mai, Hoang Mai, Ha Noi",2019-05-21,2,2019,hoang mai,3.0,,nha pho du an,,,,,,,Not provided,,
23017,28536,"Ha Cau, Ha Đong, Ha Noi",2019-05-21,2,2019,ha đong,3.95,41.0,nha pho du an,,,,,,,Not provided,,
23018,28538,"Ngo Xuan Quang, Gia Lam, Ha Noi",2019-05-21,2,2019,gia lam,1.97,43.0,nha pho du an,Đong Bac,,,5.0,,,Yes,,
23019,28539,"Lieu Giai, Lieu Giai, Ba Đinh, Ha Noi",2019-05-21,2,2019,ba đinh,15.8,66.0,nha pho du an,,,,,,,Not provided,,
23020,28540,"giap bat - Hoang Mai - Ha Noi, Giap Bat, Giap Bat, Hoang Mai, Ha Noi",2019-05-21,2,2019,hoang mai,3.5,3.0,nha pho du an,Đong Nam,5.0,2.0,5.0,4.0,1.0,Yes,,
23021,28542,"Thai Ha, Trung Liet, Đong Đa, Ha Noi",2019-05-21,2,2019,đong đa,6.0,60.0,nha pho du an,,,,,,,Not provided,,
23022,28543,"Tran Đai Nghia, Bach Khoa, Hai Ba Trung, Ha Noi",2019-05-22,2,2019,hai ba trung,4.3,48.0,nha pho du an,,5.0,,,4.0,,Yes,,
23023,28544,"Hoang Van Thai, Khuong Trung, Thanh Xuan, Ha Noi",2019-05-22,2,2019,thanh xuan,8.3,52.0,nha pho du an,,5.0,,,,,Yes,,
23024,28545,"Tan Mai, Hoang Mai, Ha Noi",2019-05-22,2,2019,hoang mai,2.5,19.0,nha pho du an,,,,,,,Not provided,,
23025,28546,"Minh Khai, Minh Khai, Hai Ba Trung, Ha Noi",2019-05-22,2,2019,hai ba trung,4.95,48.0,nha pho du an,Khong xac đinh,1.0,1.0,,1.0,1.0,Yes,,
23026,28547,"Hoang Mai, Tuong Mai, Hoang Mai, Ha Noi",2019-05-22,2,2019,hoang mai,2.7,35.0,nha pho du an,Khong xac đinh,5.0,,5.0,4.0,,Yes,,
23027,28551,"Trung Hoa, Cau Giay, Ha Noi",2019-05-22,2,2019,cau giay,11.5,80.0,nha pho du an,Tay Bac,4.0,,,,,Yes,,
23028,28552,"To Vinh Dien, Khuong Đinh, Thanh Xuan, Ha Noi",2019-05-22,2,2019,thanh xuan,7.5,,nha pho du an,,,,,,,Not provided,,
23029,28556,"Nui Truc, Nui Truc, Kim Ma, Ba Đinh, Ha Noi",2019-05-22,2,2019,ba đinh,38.0,138.0,nha pho du an,Khong xac đinh,4.0,4.0,,5.0,1.0,Yes,,
23030,28557,"Khuong Ha, Khuong Đinh, Thanh Xuan, Ha Noi",2019-05-22,2,2019,thanh xuan,4.0,65.0,nha pho du an,,5.0,,3.0,3.0,,Yes,,
23031,28558,"Kim Ma, Ba Đinh, Ha Noi",2019-05-22,2,2019,ba đinh,9.9,42.0,nha pho du an,Bac,4.0,3.0,,5.0,,Yes,,
23032,28560,"Lieu Giai, Ba Đinh, Ha Noi",2019-05-22,2,2019,ba đinh,8.9,50.0,nha pho du an,,5.0,5.0,6.0,5.0,1.0,Yes,,
23033,28563,"Minh Khai, Minh Khai, Hai Ba Trung, Ha Noi",2019-05-22,2,2019,hai ba trung,6.5,25.0,nha pho du an,Khong xac đinh,4.0,3.0,12.5,3.0,1.0,Yes,,
23034,28564,"Đong Xuan, Hoan Kiem, Ha Noi",2019-05-22,2,2019,hoan kiem,4.6,125.0,nha pho du an,Đong,2.0,2.0,,2.0,,Yes,,
23035,28565,"Nghia Đo, Cau Giay, Ha Noi",2019-05-22,2,2019,cau giay,4.4,50.0,nha pho du an,,,,,,,Not provided,,
23036,28566,"Yen Hoa, Cau Giay, Ha Noi",2019-05-22,2,2019,cau giay,23.0,113.0,nha pho du an,,4.0,,40.0,,,Yes,,
23037,28567,"Tan Mai, Tan Mai, Hoang Mai, Ha Noi",2019-05-22,2,2019,hoang mai,5.5,48.0,nha pho du an,,,,,,,Not provided,,
23038,28568,"Khuong Đinh, Khuong Đinh, Thanh Xuan, Ha Noi",2019-05-22,2,2019,thanh xuan,18.8,102.0,nha pho du an,,3.0,6.0,17.5,6.0,1.0,Yes,,
23039,28569,"Hoang Hoa Tham, Thuy Khue, Tay Ho, Ha Noi",2019-05-22,2,2019,tay ho,4.7,40.0,nha pho du an,,,,,,,Not provided,,
23040,28570,"Nguyen Luong Bang, Quang Trung, Đong Đa, Ha Noi",2019-05-22,2,2019,đong đa,9.3,23.0,nha pho du an,,2.0,,17.5,,,Yes,,
23041,28572,"Tay Son, Nga Tu So, Đong Đa, Ha Noi",2019-05-22,2,2019,đong đa,15.0,92.0,nha pho du an,Khong xac đinh,,,,,,Yes,,
23042,28573,"Phuong Phuong Liet, Quan Thanh Xuan, Ha Noi, Phan Đinh Giot, Phuong Liet, Thanh Xuan, Ha Noi",2019-05-22,2,2019,thanh xuan,3.9,48.0,nha pho du an,,3.0,2.0,5.0,4.0,1.0,Yes,,
23043,28574,"Nguyen Van Cu, Bo Đe, Long Bien, Ha Noi",2019-05-22,2,2019,long bien,16.0,81.0,nha pho du an,,2.0,,25.0,,,Yes,,
23044,28576,"Tran Quang Dieu, O Cho Dua, Đong Đa, Ha Noi",2019-05-23,2,2019,đong đa,11.0,50.0,nha pho du an,Khong xac đinh,2.0,,6.0,2.0,1.0,Yes,,
23045,28579,"Đuong QL 5, Gia Lam, Ha Noi",2019-05-23,2,2019,gia lam,0.28,96.0,nha pho du an,,,,,,,Not provided,,
23046,28580,"Trung Phung, Đong Đa, Ha Noi",2019-05-23,2,2019,đong đa,1.8,23.0,nha pho du an,,,,,,,Not provided,,
23047,28583,"Vinh Phuc, Ba Đinh, Ha Noi",2019-05-23,2,2019,ba đinh,8.0,,nha pho du an,,,,,,,Not provided,,
23048,28584,"Ngo Xuan Quang, Gia Lam, Ha Noi",2019-05-23,2,2019,gia lam,1.2,31.0,nha pho du an,,,,,,,Yes,,
23049,28585,"Kim Đong, Giap Bat, Hoang Mai, Ha Noi",2019-05-23,2,2019,hoang mai,5.5,46.0,nha pho du an,,,,,,,Not provided,,
23050,28587,"Lieu Giai, Lieu Giai, Ba Đinh, Ha Noi",2019-05-23,2,2019,ba đinh,6.95,55.0,nha pho du an,Khong xac đinh,3.0,2.0,3.0,3.0,1.0,Yes,,
23051,28589,"Le Đuc Tho, Bac Tu Liem, Ha Noi",2019-05-23,2,2019,,7.7,65.0,nha pho du an,,,,12.5,1.0,,Yes,,
23052,28590,"Tan Mai, Tan Mai, Hoang Mai, Ha Noi",2019-05-23,2,2019,hoang mai,15.0,70.0,nha pho du an,,,,,,,Not provided,,
23053,28593,"Le Thanh Nghi, Thanh Nhan, Hai Ba Trung, Ha Noi",2019-05-23,2,2019,hai ba trung,16.0,60.0,nha pho du an,,,,,,,Not provided,,
23054,28594,"Nguyen Trai, Khuong Trung, Thanh Xuan, Ha Noi",2019-05-23,2,2019,thanh xuan,6.8,34.0,nha pho du an,,,,,,,Not provided,,
23055,28595,"Nguyen Chi Thanh, Lang Thuong, Đong Đa, Ha Noi",2019-05-23,2,2019,đong đa,5.2,35.0,nha pho du an,Khong xac đinh,,4.0,3.0,4.0,4.0,Yes,,
23056,28597,"24, Huong Vien, Hai Ba Trung, Ha Noi",2019-05-23,2,2019,hai ba trung,4.0,40.0,nha pho du an,,4.0,,4.0,,4.0,Yes,,
23057,28598,"Giap Bat, Hoang Mai, Ha Noi",2019-05-23,2,2019,hoang mai,3.5,31.0,nha pho du an,,,,,,,Not provided,,
23058,28599,"Nghia Tan, Cau Giay, Ha Noi",2019-05-23,2,2019,cau giay,6.6,40.0,nha pho du an,,4.0,4.0,,5.0,,Yes,,
23059,28600,"Nguyen Khang, Yen Hoa, Cau Giay, Ha Noi",2019-05-23,2,2019,cau giay,4.65,34.0,nha pho du an,,,,,,,Yes,,
23060,28601,"Ngoc Khanh, Ba Đinh, Ha Noi",2019-05-23,2,2019,ba đinh,0.7,,nha pho du an,,,,,,,Not provided,,
23061,28602,"Hoang Mai, Tuong Mai, Hoang Mai, Ha Noi",2019-05-23,2,2019,hoang mai,9.1,55.0,nha pho du an,,4.0,3.0,5.0,4.0,1.0,Yes,,
23062,28604,"Đuong Cau Giay, Yen Hoa, Cau Giay, Ha Noi",2019-05-23,2,2019,cau giay,7.6,55.0,nha pho du an,,,,,,,Not provided,,
23063,28605,"Tay Ho, Nhat Tan, Tay Ho, Ha Noi",2019-05-23,2,2019,tay ho,39.9,125.0,nha pho du an,,,,,,,Not provided,,
23064,28606,"Trung Liet, Trung Liet, Đong Đa, Ha Noi",2019-05-24,2,2019,đong đa,6.3,52.0,nha pho du an,,5.0,3.0,4.0,3.0,1.0,Yes,,
23065,28607,"Minh Khai, Minh Khai, Hai Ba Trung, Ha Noi",2019-05-24,2,2019,hai ba trung,3.6,45.0,nha pho du an,,5.0,,,4.0,,Yes,,
23066,28608,"Quan Nhan, Nhan Chinh, Thanh Xuan, Ha Noi",2019-05-24,2,2019,thanh xuan,2.95,3.0,nha pho du an,Khong xac đinh,5.0,4.0,3.0,4.0,1.0,Yes,,
23067,28609,"Khuong Đinh, Ha Đinh, Thanh Xuan, Ha Noi",2019-05-24,2,2019,thanh xuan,3.7,45.0,nha pho du an,,5.0,,,5.0,,Yes,,
23068,28610,"Ngoc Lam, Ngoc Lam, Long Bien, Ha Noi",2019-05-24,2,2019,long bien,0.9,41.0,nha pho du an,Khong xac đinh,1.0,1.0,4.0,1.0,1.0,Yes,,
23069,28611,"Cua Viet, Gia Lam, Ha Noi",2019-05-24,2,2019,gia lam,0.36,81.0,nha pho du an,,,,,,,Not provided,,
23070,28612,"Đinh Cong, Hoang Mai, Ha Noi",2019-05-24,2,2019,hoang mai,3.1,40.0,nha pho du an,,,4.0,3.0,,,Yes,,
23071,28613,"5 Ngo 109/20, Quan Nhan, Nhan Chinh, Thanh Xuan, Ha Noi",2019-05-24,2,2019,thanh xuan,2.75,40.0,nha pho du an,Đong Nam,3.0,3.0,2.0,2.0,1.0,Yes,,
23072,28614,"Van Phuc, Ha Đong, Ha Noi",2019-05-24,2,2019,ha đong,0.7,100.0,nha pho du an,,,,,,,Not provided,,
23073,28615,"Thai Ha, O Cho Dua, Đong Đa, Ha Noi",2019-05-24,2,2019,đong đa,7.5,50.0,nha pho du an,,,,,,,Not provided,,
23074,28616,"Doan Ke Thien, Mai Dich, Cau Giay, Ha Noi",2019-05-24,2,2019,cau giay,6.5,50.0,nha pho du an,Nam,5.0,3.0,10.0,4.0,4.0,Yes,,
23075,28617,"Thai Thinh, O Cho Dua, Đong Đa, Ha Noi",2019-05-24,2,2019,đong đa,7.0,52.0,nha pho du an,,,,,,,Not provided,,
23076,28618,"Đuong Cau Giay, Quan Hoa, Cau Giay, Ha Noi",2019-05-24,2,2019,cau giay,6.2,62.0,nha pho du an,,,,,,,Not provided,,
23077,28619,"Đong Tam, Hai Ba Trung, Ha Noi",2019-05-24,2,2019,hai ba trung,23.5,100.0,nha pho du an,,,,,,,Not provided,,
23078,28620,"Hang Bun, Quan Thanh, Ba Đinh, Ha Noi",2019-05-24,2,2019,ba đinh,49.5,124.0,nha pho du an,,3.0,,17.5,5.0,1.0,Yes,,
23079,28621,"Van Ho 1, Le Đai Hanh, Hai Ba Trung, Ha Noi",2019-05-24,2,2019,hai ba trung,9.45,40.0,nha pho du an,,6.0,,,,,Yes,,
23080,28622,"Khuong Đinh, Khuong Đinh, Thanh Xuan, Ha Noi",2019-05-24,2,2019,thanh xuan,5.25,45.0,nha pho du an,Khong xac đinh,5.0,4.0,4.0,4.0,1.0,Yes,,
23081,28623,"Khuong Mai, Thanh Xuan, Ha Noi",2019-05-24,2,2019,thanh xuan,35.0,160.0,nha pho du an,,,,,,,Not provided,,
23082,28624,"Lang Ha, Đong Đa, Ha Noi",2019-05-24,2,2019,đong đa,3.4,4.0,nha pho du an,,,,,,,Not provided,,
23083,28625,"Tran Phu, Kim Ma, Ba Đinh, Ha Noi",2019-05-24,2,2019,ba đinh,16.5,50.0,nha pho du an,,,,,,,Not provided,,
23084,28626,"Đuc Giang, Long Bien, Ha Noi",2019-05-24,2,2019,long bien,17.0,142.0,nha pho du an,Đong Nam,3.0,2.0,,2.0,,Yes,,
23085,28627,"Thinh Quang, Đong Đa, Ha Noi",2019-05-24,2,2019,đong đa,8.5,76.0,nha pho du an,,,,,,,Not provided,,
23086,28628,"Kim Ma, Ba Đinh, Ha Noi",2019-05-24,2,2019,ba đinh,0.4,40.0,nha pho du an,,,,,,,Not provided,,
23087,28629,"Tran Hung Đao, Tran Hung Đao, Hoan Kiem, Ha Noi",2019-05-24,2,2019,hoan kiem,320.0,450.0,nha pho du an,Bac,14.0,14.0,10.0,14.0,1.0,Yes,,
23088,28630,"Vinh Phuc, Ba Đinh, Ha Noi",2019-05-24,2,2019,ba đinh,14.6,80.0,nha pho du an,Tay,5.0,2.0,,2.0,,Yes,,
23089,28632,"Kim Ma, Kim Ma, Ba Đinh, Ha Noi",2019-05-24,2,2019,ba đinh,20.6,70.0,nha pho du an,,,,,,,Not provided,,
23090,28633,"Hang Quat, Hang Gai, Hoan Kiem, Ha Noi",2019-05-24,2,2019,hoan kiem,135.0,198.0,nha pho du an,Nam,5.0,5.0,3.0,5.0,1.0,Yes,,
23091,28634,"Thuy Linh, Hoang Mai, quoc lo 21B, Phu Thinh, Son Tay, Ha Noi",2019-05-24,2,2019,hoang mai,5.0,128.0,nha pho du an,Đong,1.0,1.0,2.0,1.0,1.0,Yes,,
23092,28635,"Giang Vo, Giang Vo, Ba Đinh, Ha Noi",2019-05-24,2,2019,ba đinh,28.0,85.0,nha pho du an,,,,,,,Not provided,,
23093,28637,"La Khe, Ha Đong, Ha Noi",2019-05-25,2,2019,ha đong,4.35,48.0,nha pho du an,,,,,,,Yes,,
23094,28638,"Vuong Thua Vu, Khuong Đinh, Thanh Xuan, Ha Noi",2019-05-25,2,2019,thanh xuan,3.5,40.0,nha pho du an,,4.0,3.0,3.0,4.0,,Yes,,
23095,28639,"Ngo Xuan Quang, Gia Lam, Ha Noi",2019-05-25,2,2019,gia lam,1.9,35.0,nha pho du an,,,,,,,Not provided,,
23096,28640,"Thuy Khue, Tay Ho, Ha Noi",2019-05-25,2,2019,tay ho,0.35,70.0,nha pho du an,,,,,,,Not provided,,
23097,28641,"O Cho Dua, Đong Đa, Ha Noi",2019-05-25,2,2019,đong đa,5.35,40.0,nha pho du an,Khong xac đinh,5.0,3.0,7.0,4.0,1.0,Yes,,
23098,28642,"Ngo Xuan Quang, Gia Lam, Ha Noi",2019-05-25,2,2019,gia lam,0.31,60.0,nha pho du an,,,,,,,Not provided,,
23099,28643,"Khuong Trung, Thanh Xuan, Ha Noi",2019-05-25,2,2019,thanh xuan,2.6,30.0,nha pho du an,,,,,,,Not provided,,
23100,28644,"Khuong Đinh, Thanh Xuan, Ha Noi",2019-05-25,2,2019,thanh xuan,3.2,55.0,nha pho du an,,5.0,,,4.0,1.0,Yes,,
23101,28645,"Tho Quan, Đong Đa, Ha Noi",2019-05-25,2,2019,đong đa,1.75,32.0,nha pho du an,,,,,,,Not provided,,
23102,28648,"Nguyen Luong Bang, Quang Trung, Đong Đa, Ha Noi",2019-05-25,2,2019,đong đa,14.5,55.0,nha pho du an,,,,,,,Yes,,
23103,28649,"Thanh Luong, Hai Ba Trung, Ha Noi",2019-05-25,2,2019,hai ba trung,4.87,48.0,nha pho du an,,,,,,,Not provided,,
23104,28650,"THANH XUAN HA NOI, Khuong Đinh, Khuong Đinh, Thanh Xuan, Ha Noi",2019-05-25,2,2019,thanh xuan,17.9,102.0,nha pho du an,,4.0,8.0,17.5,8.0,1.0,Yes,,
23105,28651,"Hoang Quoc Viet, Nghia Đo, Cau Giay, Ha Noi",2019-05-25,2,2019,cau giay,10.2,70.0,nha pho du an,,,,,,,Not provided,,
23106,28652,"Thinh Quang, Thinh Quang, Đong Đa, Ha Noi",2019-05-25,2,2019,đong đa,3.75,41.0,nha pho du an,,3.0,,2.0,,,Yes,,
23107,28653,"Ngoc Khanh, Ba Đinh, Ha Noi",2019-05-25,2,2019,ba đinh,0.9,5.0,nha pho du an,,,,,,,Not provided,,
23108,28654,"Trung Liet, Đong Đa, Ha Noi",2019-05-25,2,2019,đong đa,4.9,60.0,nha pho du an,,,,3.0,,,Yes,,
23109,28655,"Hong Ha, Chuong Duong, Hoan Kiem, Ha Noi",2019-05-26,2,2019,hoan kiem,12.7,92.0,nha pho du an,Tay Nam,,,6.0,,,Yes,,
23110,28656,"Đoi Can, Đoi Can, Ba Đinh, Ha Noi",2019-05-26,2,2019,ba đinh,9.2,43.0,nha pho du an,Khong xac đinh,5.0,3.0,4.0,3.0,1.0,Yes,,
23111,28657,"Bac Tu Liem, Ha Noi",2019-05-26,2,2019,,38.0,86.0,nha pho du an,,,,,,,Not provided,,
23112,28658,"Pho Vinh Hung, Vinh Hung, Hoang Mai, Ha Noi",2019-05-26,2,2019,hoang mai,9.5,115.0,nha pho du an,Khong xac đinh,1.0,1.0,17.5,1.0,1.0,Yes,,
23113,28659,"Bich Cau, Nam Đong, Đong Đa, Ha Noi",2019-05-26,2,2019,đong đa,8.0,42.0,nha pho du an,Khong xac đinh,5.0,3.0,4.0,3.0,1.0,Yes,,
23114,28660,"Ton Đuc Thang, Hang Bot, Đong Đa, Ha Noi",2019-05-26,2,2019,đong đa,35.0,98.0,nha pho du an,,6.0,,25.0,4.0,1.0,Yes,,
23115,28661,"Ton Đuc Thang, Hang Bot, Đong Đa, Ha Noi",2019-05-26,2,2019,đong đa,35.0,80.0,nha pho du an,,8.0,,25.0,7.0,1.0,Yes,,
23116,28662,"Minh Khai, Hai Ba Trung, Ha Noi",2019-05-26,2,2019,hai ba trung,16.3,71.0,nha pho du an,,,,,,,Not provided,,
23117,28663,"Khuat Duy Tien, Nhan Chinh, Thanh Xuan, Ha Noi",2019-05-27,2,2019,thanh xuan,30.0,200.0,nha pho du an,,,,,,,Not provided,,
23118,28664,"Trung Hoa, Cau Giay, Ha Noi",2019-05-27,2,2019,cau giay,45.5,140.0,nha pho du an,,,,,,,Not provided,,
23119,28666,"Cat Linh, Cat Linh, Đong Đa, Ha Noi",2019-05-27,2,2019,đong đa,54.8,180.0,nha pho du an,,6.0,6.0,,,,Yes,,
23120,28667,"Bach Khoa, Hai Ba Trung, Ha Noi",2019-05-27,2,2019,hai ba trung,30.0,80.0,nha pho du an,,,,,,,Not provided,,
23121,28668,"Kim Ma, Kim Ma, Ba Đinh, Ha Noi",2019-05-27,2,2019,ba đinh,3.9,30.0,nha pho du an,Khong xac đinh,3.0,,3.0,3.0,,Yes,,
23122,28669,"Trung Hoa, Cau Giay, Ha Noi",2019-05-27,2,2019,cau giay,3.5,39.0,nha pho du an,,,,,,,Not provided,,
23123,28670,"Đuong Cau Giay, Quan Hoa, Cau Giay, Ha Noi",2019-05-27,2,2019,cau giay,6.1,,nha pho du an,,,,,,,Not provided,,
